symbol,name,exchange,yf_symbol
SPAR,SPARC ELECTREX LIMITED,BSE,SPAR.BO
SPARC,Sun Pharma Advanced Research Company Limited,NSE+BSE,SPARC.NS
SPARKLEGR,SPARKLE GOLD ROCK LIMITED,BSE,SPARKLEGR.BO
SPCAPIT,S.P.Capital Financing Ltd.,BSE,SPCAPIT.BO
SPCENET,Spacenet Enterprises India Limited,NSE,SPCENET.NS
SPECFOOD,Spectrum Foods Limited,BSE,SPECFOOD.BO
SPECIALITY,Speciality Restaurants Limited,NSE+BSE,SPECIALITY.NS
SPECTRA,Spectra Industries Ltd.,BSE,SPECTRA.BO
SPECTRUM,Spectrum Electrical Industries Limited,NSE+BSE,SPECTRUM.NS
SPELS,SPEL Semiconductor Ltd.,BSE,SPELS.BO
SPENCERS,Spencer's Retail Limited,NSE+BSE,SPENCERS.NS
SPENTA,Spenta International Ltd.,BSE,SPENTA.BO
SPIC,Southern Petrochemicals Industries Corporation  Limited,NSE+BSE,SPIC.NS
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMITED,BSE,SPICEISLIN.BO
SPICEJET,SpiceJet Limited,BSE,SPICEJET.BO
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITED,BSE,SPICELOUNG.BO
SPINAROO,SPINAROO COMMERCIAL LIMITED,BSE,SPINAROO.BO
SPITZE,Maruti Interior Products Limited,BSE,SPITZE.BO
SPL,Swashthik Plascon Limited,BSE,SPL.BO
SPLIL,SPL Industries Limited,NSE+BSE,SPLIL.NS
SPLPETRO,Supreme Petrochem Limited,NSE+BSE,SPLPETRO.NS
SPML,SPECIALITY MEDICINES LIMITED,BSE,SPML.BO
SPMLINFRA,SPML Infra Limited,NSE+BSE,SPMLINFRA.NS
SPORTKING,Sportking India Limited,NSE+BSE,SPORTKING.NS
SPRAYKING,Sprayking Limited,BSE,SPRAYKING.BO
SPRIGHT,SPRIGHT AGRO LIMITED,BSE,SPRIGHT.BO
SPSL,Shree Precoated Steels Limited,BSE,SPSL.BO
SPTRSHI,Saptarishi Agro Industries Ltd,BSE,SPTRSHI.BO
SPVGLOBAL,SPV GLOBAL TRADING LIMITED,BSE,SPVGLOBAL.BO
SRAMSET,Shriram Asset Management Co.Ltd.,BSE,SRAMSET.BO
SRD,Shankar Lal Rampal Dye-Chem Limited,NSE+BSE,SRD.NS
SRECR,Sree chem Resins Ltd,BSE,SRECR.BO
SREEL,Sreeleathers Limited,NSE+BSE,SREEL.NS
SRESTHA,Srestha Finvest Limited,BSE,SRESTHA.BO
SRF,SRF Limited,NSE+BSE,SRF.NS
SRGFFL,SRG FINGROW FINANCE LIMITED,BSE,SRGFFL.BO
SRGHFL,SRG Housing Finance Limited,NSE+BSE,SRGHFL.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NSE+BSE,SRHHYPOLTD.NS
SRICC,Sri Chakra Cement Limited,BSE,SRICC.BO
SRIGEE,SRIGEE DLM LIMITED,BSE,SRIGEE.BO
SRIKPRIND,Sri KPR Industries Ltd,BSE,SRIKPRIND.BO
SRINACHA,Sri Nachammai Cotton Mills Ltd.,BSE,SRINACHA.BO
SRM,SRM Contractors Limited,NSE+BSE,SRM.NS
SRMCL,Sri Ramakrishna Mills (Coimbatore) Ltd.,BSE,SRMCL.BO
SRSOLTD,SILICON RENTAL SOLUTIONS LIMITED,BSE,SRSOLTD.BO
SRTL,Shree Ram Twistex Limited,NSE+BSE,SRTL.NS
SRUSTEELS,SRU Steels Limited,BSE,SRUSTEELS.BO
SSDL,Saraswati Saree Depot Limited,NSE+BSE,SSDL.NS
SSFLPP,Spandana Sphoorty Financial Limited,BSE,SSFLPP.BO
SSL,Share Samadhan Limited,BSE,SSL.BO
SSLEL,Sir Shadi Lal Enterprises Ltd,BSE,SSLEL.BO
SSMD,SSMD AGROTECH INDIA LIMITED,BSE,SSMD.BO
SSPDL,SSPDL Limited,BSE,SSPDL.BO
SSPNFIN,SSPN Finance Limited,BSE,SSPNFIN.BO
SSTL,Safa Systems & Technologies Limited,BSE,SSTL.BO
SSWL,Steel Strips Wheels Limited,NSE+BSE,SSWL.NS
SSWRL,Shree Steel Wire Ropes Ltd.,BSE,SSWRL.BO
STAL,Storage Technologies and Automation Limited,BSE,STAL.BO
STALLION,Stallion India Fluorochemicals Limited,NSE+BSE,STALLION.NS
STANBIK,STANBIK AGRO LIMITED,BSE,STANBIK.BO
STANCAP,Standard Capital Markets Ltd.,BSE,STANCAP.BO
STANLEY,Stanley Lifestyles Limited,NSE+BSE,STANLEY.NS
STANPACK,Stanpacks (India) Ltd.,BSE,STANPACK.BO
STANROS,Stanrose Mafatlal Investments & Fin,BSE,STANROS.BO
STAR,Strides Pharma Science Limited,NSE+BSE,STAR.NS
STARCEMENT,Star Cement Limited,NSE+BSE,STARCEMENT.NS
STARCOM,Starcom Information Technology Ltd,BSE,STARCOM.BO
STARDELTA,STAR DELTA TRANSFORMERS LIMITED,BSE,STARDELTA.BO
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE+BSE,STARHEALTH.NS
STARHFL,STAR HOUSING FINANCE LIMITED,BSE,STARHFL.BO
STARIMAGIN,STAR IMAGING AND PATH LAB LIMITED,BSE,STARIMAGIN.BO
STARLENT,STARLINEPS ENTERPRISES LIMITED,BSE,STARLENT.BO
STARLOG,Starlog Enterprises Limited,BSE,STARLOG.BO
STARPAPER,Star Paper Mills Limited,NSE+BSE,STARPAPER.NS
STARSOURCE,STARSOURCE MULTITRADE LIMITED,BSE,STARSOURCE.BO
STARTECK,Starteck Finance Limited,NSE+BSE,STARTECK.NS
STCINDIA,The State Trading Corporation of India Limited,NSE+BSE,STCINDIA.NS
STCORP,S & T Corporation Limited,BSE,STCORP.BO
STDBAT,Standard Batteries Ltd.,BSE,STDBAT.BO
STDSFAC,Standard Surfactants Ltd.,BSE,STDSFAC.BO
STDSHOE,Standard Shoe Sole and Mould (India) Ltd,BSE,STDSHOE.BO
STEELCAS,Steelcast Limited,NSE+BSE,STEELCAS.NS
STEELCITY,Steel City Securities Limited,NSE,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE+BSE,STEELXIND.NS
STEL,Stel Holdings Limited,NSE+BSE,STEL.NS
STELLANT,STELLANT SECURITIES (INDIA) LIMITED,BSE,STELLANT.BO
STELLAR,STELLAR CAPITAL SERVICES LIMITED,BSE,STELLAR.BO
STEP2COR,Step Two Corporation Ltd.,BSE,STEP2COR.BO
STERPOW,Sterling Powergensys Limited,BSE,STERPOW.BO
STERTOOLS,Sterling Tools Limited,NSE+BSE,STERTOOLS.NS
STHINPA,South India Paper Mills Ltd.,BSE,STHINPA.BO
STL,Shreeji Translogistics Limited,BSE,STL.BO
STLNETWORK,STL Networks Limited,NSE+BSE,STLNETWORK.NS
STLSTRINF,Steel Strips Infrastructures Limited,BSE,STLSTRINF.BO
STLTECH,Sterlite Technologies Limited,NSE+BSE,STLTECH.NS
STML,STEELMAN TELECOM LIMITED,BSE,STML.BO
STOVACQ,Stovec Industries Ltd.,BSE,STOVACQ.BO
STOVEKRAFT,Stove Kraft Limited,NSE+BSE,STOVEKRAFT.NS
STRAEXPO,Sophia Traexpo Limited,BSE,STRAEXPO.BO
STRATMONT,STRATMONT INDUSTRIES LIMITED,BSE,STRATMONT.BO
STRGRENWO,Sterling Green  Woods  Limited,BSE,STRGRENWO.BO
STUDDS,Studds Accessories Limited,NSE+BSE,STUDDS.NS
STYL,Seshaasai Technologies Limited,NSE+BSE,STYL.NS
STYLAMIND,Stylam Industries Limited,NSE+BSE,STYLAMIND.NS
STYLEBAAZA,Baazar Style Retail Limited,NSE+BSE,STYLEBAAZA.NS
STYRENIX,Styrenix Performance Materials Limited,NSE+BSE,STYRENIX.NS
SUBAM,SUBAM PAPERS LIMITED,BSE,SUBAM.BO
SUBEXLTD,Subex Limited,NSE+BSE,SUBEXLTD.NS
SUBROS,Subros Limited,NSE+BSE,SUBROS.NS
SUBSM,Subhash Silk Mills Ltd.,BSE,SUBSM.BO
SUCROSA,Super Crop Safe Ltd.,BSE,SUCROSA.BO
SUDAI,Sudal Industries Limited,BSE,SUDAI.BO
SUDARCOLOR,Sudarshan Colorants India Limited,NSE+BSE,SUDARCOLOR.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE+BSE,SUDARSCHEM.NS
SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LIMITED,BSE,SUDARSHAN.BO
SUDEEPPHRM,Sudeep Pharma Limited,NSE+BSE,SUDEEPPHRM.NS
SUDTIND-B,Suditi Industries Ltd.,BSE,SUDTIND-B.BO
SUERYAAKNI,Sueryaa Knitwear Limited,BSE,SUERYAAKNI.BO
SUGALDAM,Sugal & Damani Share Brokers Ltd.,BSE,SUGALDAM.BO
SUGSLLOYD,SUGS LLOYD LIMITED,BSE,SUGSLLOYD.BO
SUJALA,Sujala Trading & Holdings Ltd.,BSE,SUJALA.BO
SUKHJITS,Sukhjit Starch & Chemicals Limited,NSE+BSE,SUKHJITS.NS
SULA,Sula Vineyards Limited,NSE+BSE,SULA.NS
SULABEN,Sulabh Engineers & Services Limited,BSE,SULABEN.BO
SUMEDHA,Sumedha Fiscal Services Ltd.,BSE,SUMEDHA.BO
SUMEETINDS,Sumeet Industries Limited,NSE+BSE,SUMEETINDS.NS
SUMERUIND,Sumeru Industries Ltd.,BSE,SUMERUIND.BO
SUMICHEM,Sumitomo Chemical India Limited,NSE+BSE,SUMICHEM.NS
SUMIT,Sumit Woods Limited,NSE,SUMIT.NS
SUMMITSEC,Summit Securities Limited,NSE+BSE,SUMMITSEC.NS
SUMUKA,Sumuka Agro Industries Limited,BSE,SUMUKA.BO
SUNCITYSY,Suncity Synthetics Ltd.,BSE,SUNCITYSY.BO
SUNCLAY,Sundaram Clayton Limited,NSE+BSE,SUNCLAY.NS
SUNDARAM,Sundaram Multi Pap Limited,NSE+BSE,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,NSE+BSE,SUNDARMFIN.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,NSE+BSE,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,NSE+BSE,SUNDRMFAST.NS
SUNDROP,Sundrop Brands Limited,NSE+BSE,SUNDROP.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE+BSE,SUNFLAG.NS
SUNGOLD,Sungold Capital Ltd.,BSE,SUNGOLD.BO
SUNILAGR,Sunil Agro Foods ltd.,BSE,SUNILAGR.BO
SUNILTX,Sunil Industries Ltd.,BSE,SUNILTX.BO
SUNITATOOL,Sunita Tools Limited,BSE,SUNITATOOL.BO
SUNLOC,Sunil Healthcare Limited,BSE,SUNLOC.BO
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE+BSE,SUNPHARMA.NS
SUNRAJDI,Sunraj Diamond Exports Ltd.,BSE,SUNRAJDI.BO
SUNRAKSHAK,SUNRAKSHAKK INDUSTRIES INDIA LIMITED,BSE,SUNRAKSHAK.BO
SUNRETAIL,Sun Retail Limited,BSE,SUNRETAIL.BO
SUNRINV,Sunrise Industrial Traders Ltd.,BSE,SUNRINV.BO
SUNSHIEL,Sunshield Chemicals Ltd.,BSE,SUNSHIEL.BO
SUNSKY,Sunsky Logistics Limited,BSE,SUNSKY.BO
SUNTECK,Sunteck Realty Limited,NSE+BSE,SUNTECK.NS
SUNTV,Sun TV Network Limited,NSE+BSE,SUNTV.NS
SUPER,Super Sales India Ltd.,BSE,SUPER.BO
SUPERBAK,Super Bakers (India) Ltd.,BSE,SUPERBAK.BO
SUPERHOUSE,Superhouse Limited,NSE+BSE,SUPERHOUSE.NS
SUPERIOR,Superior Finlease Limited,BSE,SUPERIOR.BO
SUPERIRON,Super Iron Foundry Limited,BSE,SUPERIRON.BO
SUPERSHAKT,Supershakti Metaliks Limited,BSE,SUPERSHAKT.BO
SUPERSPIN,Super Spinning Mills Limited,NSE+BSE,SUPERSPIN.NS
SUPERTEX,Supertex Industries Ltd,BSE,SUPERTEX.BO
SUPRAJIT,Suprajit Engineering Limited,NSE+BSE,SUPRAJIT.NS
SUPRAPFSL,Supra Pacific Financial Services Limited,BSE,SUPRAPFSL.BO
SUPRATRE,Supra Trends Limited,BSE,SUPRATRE.BO
SUPREME,Supreme Holdings & Hospitality (India) Limited,NSE+BSE,SUPREME.NS
SUPREMEENG,Supreme Engineering Limited,NSE,SUPREMEENG.NS
SUPREMEIND,Supreme Industries Limited,NSE+BSE,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,NSE+BSE,SUPREMEINF.NS
SUPRIYA,Supriya Lifescience Limited,NSE+BSE,SUPRIYA.NS
SUPTANERY,Super Tannery Limited,BSE,SUPTANERY.BO
SURAJ,Suraj Products Ltd.,BSE,SURAJ.BO
SURAJEST,Suraj Estate Developers Limited,NSE+BSE,SURAJEST.NS
SURAJINDPP,Suraj Industries Limited.,BSE,SURAJINDPP.BO
SURAJLTD,Suraj Limited,NSE+BSE,SURAJLTD.NS
SURAKSHA,Suraksha Diagnostic Limited,NSE+BSE,SURAKSHA.NS
SURANASOL,Surana Solar Limited,NSE+BSE,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,NSE+BSE,SURANAT&P.NS
SURATRAML,Surat Trade and Mercantile Limited,BSE,SURATRAML.BO
SURBHIN,Surbhi Industries Limited,BSE,SURBHIN.BO
SURFI,Suryo Foods & Industries Ltd.,BSE,SURFI.BO
SURJIND,Suraj Industries Limited.,BSE,SURJIND.BO
SURYAAMBA,Suryaamba Spinning Mills Limited,BSE,SURYAAMBA.BO
SURYAINDIA,Surya India Limited,BSE,SURYAINDIA.BO
SURYALA,Suryalata Spinning Mills Limited,NSE+BSE,SURYALA.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,NSE+BSE,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,NSE+BSE,SURYAROSNI.NS
SURYODAY,Suryoday Small Finance Bank Limited,NSE+BSE,SURYODAY.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,NSE+BSE,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,NSE+BSE,SUVEN.NS
SUVIDHAA,Suvidhaa Infoserve Limited,NSE+BSE,SUVIDHAA.NS
SUYOG,Suyog Telematics Limited,NSE+BSE,SUYOG.NS
SUZLON,Suzlon Energy Limited,NSE+BSE,SUZLON.NS
SVAINDIA,SVA India Ltd,BSE,SVAINDIA.BO
SVAMSOF,Svam Software Ltd,BSE,SVAMSOF.BO
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,BSE,SVARTCORP.BO
SVCIND,SVC INDUSTRIES LIMITED,BSE,SVCIND.BO
SVGLOBAL,S V Global Mill Limited,BSE,SVGLOBAL.BO
SVJ,S.V.J.ENTERPRISES LIMITED,BSE,SVJ.BO
SVLL,Shree Vasu Logistics Limited,NSE,SVLL.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE+BSE,SVPGLOB.NS
SVRL,Shri Venkatesh Refineries Limited,BSE,SVRL.BO
SVS,SVS VENTURES LIMITED,BSE,SVS.BO
SWADEIN,Swadeshi Industries Leasing Co. Ltd,BSE,SWADEIN.BO
SWADPOL,Swadeshi Polytex Ltd.,BSE,SWADPOL.BO
SWAGTAM,Swagtam Trading & Services Limited,BSE,SWAGTAM.BO
SWANAGRO,New Swan Multitech Limited,BSE,SWANAGRO.BO
SWANCORP,SWAN CORP LIMITED,NSE+BSE,SWANCORP.NS
SWANDEF,Swan Defence and Heavy Industries Limited,NSE+BSE,SWANDEF.NS
SWARAJENG,Swaraj Engines Limited,NSE+BSE,SWARAJENG.NS
SWARNSAR,SWARNSARITA JEWELS INDIA LIMITED,BSE,SWARNSAR.BO
SWASTH,Swasth Foodtech India Limited,BSE,SWASTH.BO
SWASTIKA,Swastika Investmart Ltd,BSE,SWASTIKA.BO
SWASTIKAAL,Swastika Castal Limited,BSE,SWASTIKAAL.BO
SWASTIVI,Swasti Vinayaka Synthetics Ltd.,BSE,SWASTIVI.BO
SWATIPRO,Swati Projects Limited,BSE,SWATIPRO.BO
SWELECTES,Swelect Energy Systems Limited,NSE+BSE,SWELECTES.NS
SWIGGY,Swiggy Limited,NSE+BSE,SWIGGY.NS
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS LIMITED,BSE,SWISSMLTRY.BO
SWITCHTE,Switching Technologies Gunther Ltd.,BSE,SWITCHTE.BO
SWOJAS,SWOJAS FOODS LIMITED,BSE,SWOJAS.BO
SWRNASE,Swarna Securities Ltd.,BSE,SWRNASE.BO
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE+BSE,SWSOLAR.NS
SYBLY,Sybly Industries Ltd.,BSE,SYBLY.BO
SYLPH,Sylph Industries Limited,BSE,SYLPH.BO
SYMBIOX,Symbiox Investment & Trading Co. Ltd.,BSE,SYMBIOX.BO
SYMPHONY,Symphony Limited,NSE+BSE,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,NSE+BSE,SYNCOMF.NS
SYNGENE,Syngene International Limited,NSE+BSE,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,NSE+BSE,SYRMA.NS
SYSCHEM,Syschem (India) Ltd.,BSE,SYSCHEM.BO
SYSTEMATIC,SYSTEMATIC INDUSTRIES LIMITED,BSE,SYSTEMATIC.BO
SYSTMTXC,Systematix Corporate Services Limited,NSE+BSE,SYSTMTXC.NS
SYTIXSE,Systematix Securities Ltd.,BSE,SYTIXSE.BO
TAALTECH,Taal Tech Limited,NSE+BSE,TAALTECH.NS
TAHMARENT,TAHMAR ENTERPRISES LIMITED,BSE,TAHMARENT.BO
TAIIND,Tai Industries Ltd.,BSE,TAIIND.BO
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE+BSE,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE+BSE,TAJGVK.NS
TAKE,Take Solutions Limited,NSE+BSE,TAKE.NS
TAKYON,TAKYON NETWORKS LIMITED,BSE,TAKYON.BO
TALBROAUTO,Talbros Automotive Components Limited,NSE+BSE,TALBROAUTO.NS
TALBROSENG,TALBROS ENGINEERING LIMITED,BSE,TALBROSENG.BO
TAMBOLIIN,Tamboli Industries Limited,NSE+BSE,TAMBOLIIN.NS
TANAA,Taneja Aerospace & Aviation Ltd.,BSE,TANAA.BO
TANFACIND,TANFAC Industries Ltd.,BSE,TANFACIND.BO
TANLA,Tanla Platforms Limited,NSE+BSE,TANLA.NS
TANVI,Tanvi Foods (India) Limited,BSE,TANVI.BO
TAPARIA,Taparia Tools Ltd.,BSE,TAPARIA.BO
TARACHAND,Tara Chand InfraLogistic Solutions Limited,NSE,TARACHAND.NS
TARAI,Tarai Foods Ltd.,BSE,TARAI.BO
TARAPUR,Tarapur Transformers Limited,NSE+BSE,TARAPUR.NS
TARC,TARC Limited,NSE+BSE,TARC.NS
TARIL,Transformers And Rectifiers (India) Limited,NSE+BSE,TARIL.NS
TARINI,Tarini International Limited,BSE,TARINI.BO
TARMAT,Tarmat Limited,NSE+BSE,TARMAT.NS
TARSONS,Tarsons Products Limited,NSE+BSE,TARSONS.NS
TASHIND,Tashi India Ltd.,BSE,TASHIND.BO
TASTYBITE,Tasty Bite Eatables Limited,NSE+BSE,TASTYBITE.NS
TATACAP,Tata Capital Limited,NSE+BSE,TATACAP.NS
TATACHEM,Tata Chemicals Limited,NSE+BSE,TATACHEM.NS
TATACOMM,Tata Communications Limited,NSE+BSE,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,NSE+BSE,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,NSE+BSE,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,NSE+BSE,TATAINVEST.NS
TATAPOWER,Tata Power Company Limited,NSE+BSE,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,NSE+BSE,TATASTEEL.NS
TATATECH,Tata Technologies Limited,NSE+BSE,TATATECH.NS
TATIAGLOB,Tatia Global Vennture Limited,BSE,TATIAGLOB.BO
TATVA,Tatva Chintan Pharma Chem Limited,NSE+BSE,TATVA.NS
TBOTEK,TBO Tek Limited,NSE+BSE,TBOTEK.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE+BSE,TBZ.NS
TCC,TCC Concept Limited,NSE+BSE,TCC.NS
TCFCFINQ,TCFC Finance Ltd,BSE,TCFCFINQ.BO
TCI,Transport Corporation of India Limited,NSE+BSE,TCI.NS
TCIEXP,TCI Express Limited,NSE+BSE,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,NSE+BSE,TCIFINANCE.NS
TCIIND,TCI Industries Ltd.,BSE,TCIIND.BO
TCMLMTD,TCM Ltd.,BSE,TCMLMTD.BO
TCPLPACK,TCPL Packaging Limited,NSE+BSE,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,NSE+BSE,TCS.NS
TDPOWERSYS,TD Power Systems Limited,NSE+BSE,TDPOWERSYS.NS
TEAM24,TEAM24 CONSUMER PRODUCTS LIMITED,BSE,TEAM24.BO
TEAMGTY,Team India Guaranty Limited,NSE+BSE,TEAMGTY.NS
TEAMLEASE,Teamlease Services Limited,NSE+BSE,TEAMLEASE.NS
TECH,Aditya Birla Sun Life Mutual Fund,BSE,TECH.BO
TECHCON,Technojet Consultants Ltd.,BSE,TECHCON.BO
TECHKGREEN,TECHKNOWGREEN SOLUTIONS LIMITED,BSE,TECHKGREEN.BO
TECHM,Tech Mahindra Limited,NSE+BSE,TECHM.NS
TECHNICHEM,TECHNICHEM ORGANICS LIMITED,BSE,TECHNICHEM.BO
TECHNOE,Techno Electric & Engineering Company Limited,NSE+BSE,TECHNOE.NS
TECHNOPACK,Technopack Polymers Limited,BSE,TECHNOPACK.BO
TECHNVISN,TechNVision Ventures Limited,NSE+BSE,TECHNVISN.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,NSE+BSE,TECILCHEM.NS
TEEAI,Teesta Agro Industries Ltd,BSE,TEEAI.BO
TEGA,Tega Industries Limited,NSE+BSE,TEGA.NS
TEJASNET,Tejas Networks Limited,NSE+BSE,TEJASNET.NS
TEJASSVI,TEJASSVI AAHARAM LIMITED,BSE,TEJASSVI.BO
TEJNAKSH,Tejnaksh Healthcare Limited,BSE,TEJNAKSH.BO
TELECANOR,TeleCanor Global Limited,BSE,TELECANOR.BO
TELGE,TELGE PROJECTS LIMITED,BSE,TELGE.BO
TELOGICA,TELOGICA LIMITED,BSE,TELOGICA.BO
TEMBO,Tembo Global Industries Limited,NSE,TEMBO.NS
TENNIND,Tenneco Clean Air India Limited,NSE+BSE,TENNIND.NS
TERAI,Terai Tea Co. Ltd.,BSE,TERAI.BO
TERASOFT,Tera Software Limited,NSE+BSE,TERASOFT.NS
TERRAFORM,Terraform Magnum Limited,BSE,TERRAFORM.BO
TERRAREAL,Terraform Realstate Limited,BSE,TERRAREAL.BO
TEXELIN,Texel Industries Ltd.,BSE,TEXELIN.BO
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE+BSE,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,NSE+BSE,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,NSE+BSE,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,NSE+BSE,TFCILTD.NS
TFL,Transwarranty Finance Limited,NSE+BSE,TFL.NS
TFLL,Tirupati Fin-Lease Ltd.,BSE,TFLL.BO
TFSL,Typhoon Financial Services Limited,BSE,TFSL.BO
TGBHOTELS,TGB Banquets And Hotels Limited,NSE+BSE,TGBHOTELS.NS
TGIF,TGIF AGRIBUSINESS LIMITED,BSE,TGIF.BO
TGVSL,TGV SRAAC LIMITED,BSE,TGVSL.BO
THACKER,Thacker & Company Limited,NSE+BSE,THACKER.NS
THAKDEV,Thakkers Developers Limited,NSE+BSE,THAKDEV.NS
THAKKERS,THAKKERS GROUP LIMITED,BSE,THAKKERS.BO
THAKRAL,Thakral Services (India) Limited,BSE,THAKRAL.BO
THANGAMAYL,Thangamayil Jewellery Limited,NSE+BSE,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,NSE+BSE,THEINVEST.NS
THEJO,Thejo Engineering Limited,NSE,THEJO.NS
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE+BSE,THELEELA.NS
THEMISMED,Themis Medicare Limited,NSE+BSE,THEMISMED.NS
THERMAX,Thermax Limited,NSE+BSE,THERMAX.NS
THINKINK,THINKINK PICTUREZ LIMITED,BSE,THINKINK.BO
THOMASCOOK,Thomas Cook  (India)  Limited,NSE+BSE,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,NSE+BSE,THOMASCOTT.NS
THREEMPAPE,THREE M PAPER BOARDS LIMITED,BSE,THREEMPAPE.BO
THRIVE,THRIVE FUTURE HABITATS LIMITED,BSE,THRIVE.BO
THYROCARE,Thyrocare Technologies Limited,NSE+BSE,THYROCARE.NS
TI,Tilaknagar Industries Limited,NSE+BSE,TI.NS
TICL,Twamev Construction and Infrastructure Limited,NSE+BSE,TICL.NS
TIERRA,Tierra Agrotech Limited,BSE,TIERRA.BO
TIGERLOGS,Tiger Logistics (India) Limited,NSE+BSE,TIGERLOGS.NS
TIGLOB,T & I Global Ltd.,BSE,TIGLOB.BO
TIHIL,TRANS INDIA HOUSE IMPEX LIMITED,BSE,TIHIL.BO
TIIL,Technocraft Industries (India) Limited,NSE+BSE,TIIL.NS
TIINDIA,Tube Investments of India Limited,NSE+BSE,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,NSE+BSE,TIJARIA.NS
TIL,TIL Limited,NSE+BSE,TIL.NS
TILAK,Tilak Ventures Limited,BSE,TILAK.BO
TIMESGREEN,Times Green Energy (India) Limited,BSE,TIMESGREEN.BO
TIMETECHNO,Time Technoplast Limited,NSE+BSE,TIMETECHNO.NS
TIMEX,Timex Group India Limited,NSE+BSE,TIMEX.NS
TIMKEN,Timken India Limited,NSE+BSE,TIMKEN.NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE+BSE,TINNARUBR.NS
TIPCO,Tipco Engineering India Limited,BSE,TIPCO.BO
TIPSFILMS,Tips Films Limited,NSE+BSE,TIPSFILMS.NS
TIPSMUSIC,Tips Music Limited,NSE+BSE,TIPSMUSIC.NS
TIRSARJ,Tirupati Sarjan Ltd.,BSE,TIRSARJ.BO
TIRTPLS,Tirth Plastic Ltd.,BSE,TIRTPLS.BO
TIRUFOAM,TIRUPATI FOAM LIMITED,BSE,TIRUFOAM.BO
TIRUMALCHM,Thirumalai Chemicals Limited,NSE+BSE,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,NSE,TIRUPATIFL.NS
TIRUPATIIN,TIRUPATI INNOVAR LIMITED,BSE,TIRUPATIIN.BO
TIRUSTA,Tirupati Starch & Chemicals Ltd.,BSE,TIRUSTA.BO
TITAANIUM,Titaanium Ten Enterprise Limited,BSE,TITAANIUM.BO
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE+BSE,TITAGARH.NS
TITAN,Titan Company Limited,NSE+BSE,TITAN.NS
TITANBIO,Titan Bio-Tech Ltd.,BSE,TITANBIO.BO
TITANIN,TITAN INTECH LIMITED,BSE,TITANIN.BO
TITANSEC,Titan Securities Ltd.,BSE,TITANSEC.BO
TLL,Trident Lifeline Limited,BSE,TLL.BO
TMB,Tamilnad Mercantile Bank Limited,NSE+BSE,TMB.NS
TMCV,Tata Motors Limited,NSE+BSE,TMCV.NS
TMPV,Tata Motors Passenger Vehicles Limited,NSE+BSE,TMPV.NS
TNPETRO,Tamilnadu PetroProducts Limited,NSE+BSE,TNPETRO.NS
